name,last_names,age,gender,group_index,rank_index
Martín,Zambrano Rosero,28,Masculino,676,6
Julián,Puentes Ramírez,32,Masculino,176,3
Carlos,Rodríguez Aguirre,24,Femenino,783,6
Andrés,Vargas Medina,29,Masculino,110,8
Diana,Tovar Parra,35,Masculino,684,4
Emerson,Martínez Sánchez,33,Masculino,202,4
Diego,Osorio Mosquera,35,Femenino,168,8
Felipe,Romero Molano,25,Masculino,614,4
Alberto,Ramírez Arias,23,Femenino,86,7
Margarita,Chacón Delgado,32,Masculino,654,5
Yaneth,Luna Maldonado,39,Masculino,725,4
Andrea,Hernández Domínguez,22,Femenino,51,7
Carlos,Blanco Meneses,31,No binario,112,5
Javier,Ramírez Ortiz,27,Femenino,463,5
Yaneth,Díaz Camargo,31,Femenino,442,5
Edwin,Hernández Morales,25,Femenino,271,6
Carolina,Reyes Perdomo,38,Femenino,577,4
Oswaldo,Sánchez Herrera,32,Masculino,344,5
Rafael,Castro Jiménez,33,Femenino,183,8
Patricia,Cabrera Padilla,36,No binario,503,4
Luz,Morales Parra,26,Femenino,10,6
María,Ortiz Molina,34,Femenino,494,5
Andrés,Rojas Betancur,24,Femenino,234,7
Fernando,Sepúlveda Arias,40,Masculino,298,3
Mary,Hernández Pacheco,35,Femenino,244,8
Martín,Marín Martínez,29,Femenino,509,5
Luis,Gómez Quiroga,33,Femenino,351,4
Marisol,Palacios Suárez,35,Prefiero no decir,267,3
Patricia,Castro Corredor,22,Femenino,630,4
Mariela,Hurtado Bernal,26,Prefiero no decir,656,5
Antonio,Parra Sánchez,29,Masculino,201,5
Mario,Contreras Bautista,20,Femenino,239,7
Karol,Narváez Soto,31,Masculino,334,5
Carmen,López González,31,Masculino,415,4
Hernando,Velásquez Bustos,22,Femenino,484,6
Fabio,Fonseca Sierra,18,Masculino,437,6
María,López Gómez,36,Femenino,246,4
José,Luna Alzate,31,Femenino,8,4
Hernando,Carrillo Bonilla,41,Femenino,152,2
Laura,Morales Orozco,26,Masculino,392,6
Felipe,Yepes Pérez,22,Femenino,211,6
Danny,Uribe Vargas,31,Femenino,367,5
Alexandra,Hernández Silva,18,Femenino,670,7
César,Parra Bohórquez,20,Masculino,570,7
Emilce,Sánchez Martínez,23,Femenino,86,6
Fernando,Espitia García,20,Femenino,55,7
Fernanda,Ríos Ortiz,41,Femenino,713,4
Yuliana,Martínez Bernal,31,Femenino,634,3
Pilar,Vergara Zapata,40,Masculino,446,4
Hernando,Rodríguez Cortés,40,Masculino,620,2
César,Hernández García,33,Masculino,304,5
Pilar,Rodríguez Rincón,38,No binario,132,8
Óscar,Ramos Arias,47,Femenino,421,2
Guillermo,Jaimes Camargo,33,Femenino,385,3
Yair,López Alvarado,31,Femenino,198,5
Carlos,Rodríguez Rendón,45,No binario,47,8
César,Quintero Vargas,30,Masculino,740,5
César,Garzón Gil,29,Masculino,757,5
Milena,Camargo Arias,44,Femenino,203,2
Néstor,Garzón Quintero,37,Femenino,261,4
Iván,Duque Hernández,32,Femenino,690,8
María,Pabón Medina,34,Masculino,24,8
Hugo,Lara Flórez,50,Masculino,687,1
Josué,Gaviria Bermúdez,27,Femenino,786,8
Samir,Pedraza Delgado,31,Femenino,340,6
Omaira,Martínez Contreras,20,Femenino,412,7
Andrea,Martínez Amaya,42,Masculino,261,5
Esperanza,Bedoya García,31,Femenino,286,5
Olga,Guzmán Rodríguez,32,Masculino,513,5
Jesús,Mantilla Muñoz,24,Femenino,86,6
Antonio,Rodríguez Ávila,35,Femenino,430,3
Sofía,Córdoba Muñoz,43,Masculino,581,2
Laura,Vergara Luna,26,Masculino,31,5
Javier,Ramírez Contreras,22,Masculino,710,6
Silvia,Cantillo Granados,42,Prefiero no decir,603,4
Ivonne,Sánchez Amaya,27,Femenino,440,6
Gloria,Díaz Agudelo,40,Masculino,349,8
Gloria,Jaramillo Velasco,42,Masculino,412,3
Luz,Angulo Giraldo,23,No binario,528,6
Emilio,Vega Suárez,23,Femenino,310,5
Yulieth,Páez Cárdenas,20,Masculino,396,7
Olga,Pinzón Cruz,35,Masculino,788,4
Germán,Soto Londoño,28,Femenino,338,6
Alix,García Durán,20,Masculino,674,7
Daniela,Gutiérrez Ávila,47,Masculino,437,8
Mario,Villa Lozano,23,Prefiero no decir,704,6
Rosa,Tovar Angulo,32,No binario,663,5
Edgar,Rojas Martínez,23,No binario,365,6
Nelly,Ortega Valencia,21,Masculino,113,7
Alonso,León Buitrago,24,Masculino,785,6
Alejandra,Cortés Flórez,43,Masculino,176,2
Marleny,Ramos Moreno,29,Femenino,149,8
Ancizar,Pardo Quintero,25,Femenino,178,6
José,Navarro Molina,27,Femenino,382,6
Samuel,Mena Gaviria,31,Femenino,223,4
Luz,Silva Carmona,24,Femenino,259,6
Jairo,Valencia Acevedo,31,Masculino,785,5
Jhon,Vera Gómez,27,Masculino,189,6
Alba,Zuluaga Rivera,45,Masculino,306,3
Gerardo,Parra Mercado,26,Masculino,378,6
Marcela,Hernández Romero,30,Masculino,602,8
Esteban,Vallejo Bonilla,42,Femenino,343,2
Cristina,Sanabria Beltrán,30,Masculino,774,8
Yaneth,Mejía Olaya,27,Femenino,156,5
Margarita,Bolaños Arias,21,Femenino,712,7
Lizeth,López Pérez,21,Masculino,55,7
Oliva,Puentes Hurtado,33,Masculino,766,5
Inés,Vargas Ramos,26,Masculino,442,6
María,Cardona Londoño,23,Masculino,685,7
Ruby,Álvarez Angulo,27,Femenino,200,5
Julián,Sandoval Mesa,36,Femenino,403,5
Javier,Ramos Vanegas,23,Femenino,614,6
Bernardo,Sánchez Gonzáles,21,Masculino,797,7
Aura,Pérez Molina,20,Femenino,663,7
Alberto,Osorio Sánchez,20,Femenino,623,7
Nubia,Peña Moreno,32,Masculino,778,5
Junior,Ríos Duque,18,Masculino,603,7
Daniel,Molina Salazar,34,Femenino,177,3
Karen,Carvajal Castro,32,Masculino,449,5
Luis,Vásquez Muñoz,51,Femenino,743,1
John,Burgos Suárez,28,Masculino,541,5
Blanca,Barrera Villegas,25,Masculino,301,5
María,Rincón Acosta,29,Femenino,707,5
Patricia,Montoya Guzmán,27,Femenino,307,6
Pedro,Giraldo Vargas,27,Femenino,751,5
Fabián,León Orozco,35,Masculino,267,5
Carolina,Quintero Valencia,39,Femenino,214,4
Ángel,García Zambrano,28,Masculino,594,5
Martha,Gutiérrez Quintero,32,Masculino,640,4
Santiago,Martínez Ríos,26,Masculino,483,3
Felipe,Duque Sánchez,21,Femenino,262,6
Marleny,Álvarez Pinto,21,Femenino,67,6
Ana,Velásquez Leal,20,Masculino,574,6
Eduardo,Meneses Fonseca,29,Femenino,133,5
Natalia,Vargas Miranda,31,Femenino,649,5
Sandra,Ochoa Barreto,24,Femenino,540,7
Álvaro,Acosta Contreras,30,Femenino,512,5
Mario,Ariza Carvajal,21,Femenino,211,5
Miller,Pineda Rojas,41,Masculino,717,2
Nataly,Ruiz Guzmán,32,Femenino,253,5
Elena,Estrada Guerrero,29,Prefiero no decir,38,5
Luz,Rivera Gómez,33,Femenino,43,5
María,Mendoza Gutiérrez,23,Masculino,629,6
Ana,Sánchez Sánchez,34,Masculino,405,5
Alicia,Bustos Lozano,25,No binario,702,6
Alberto,Sánchez González,21,Masculino,46,7
Helena,Estrada Angulo,21,Femenino,454,7
Alejandro,Cortés Ortiz,22,Masculino,678,6
Astrid,Suárez Villa,32,Masculino,305,8
Augusto,Morales Cabrera,53,Femenino,715,1
Pedro,Gamboa Pabón,29,Masculino,233,4
Julio,Peña Sánchez,52,Masculino,245,1
Ernesto,Montoya Londoño,28,Masculino,721,6
Álvaro,Caro Serrano,21,Femenino,760,7
Claudia,Jiménez Barrera,40,Masculino,295,4
Tatiana,Tovar Sánchez,35,Masculino,383,8
Alexander,Parada Murcia,34,Femenino,158,3
Alberto,López Cuesta,36,Masculino,405,8
Johana,Mena Ávila,25,Masculino,1,5
José,Hernández Guerrero,37,Femenino,217,3
Leonel,Beltrán Paz,28,Femenino,507,5
Edgar,Arias López,32,Masculino,761,4
Bladimir,Contreras Aguilar,44,Femenino,581,4
Patricia,Gil Carmona,29,Femenino,30,5
Daniel,Rivera Osorio,24,Masculino,627,7
Andrea,Ríos Montoya,31,Femenino,520,5
Javier,Leal Monsalve,26,Masculino,275,5
César,Montoya Sánchez,23,Masculino,492,6
Elizabeth,Díaz Franco,24,Femenino,36,6
María,Rico Jaimes,33,Masculino,311,4
María,Quintero Contreras,28,Femenino,44,5
Johana,Castellanos Naranjo,40,Masculino,155,3
Elver,Hernández Jaimes,36,Masculino,77,4
Marina,Ríos Pérez,27,Masculino,590,6
Jhon,Mosquera Bernal,41,Masculino,613,4
Deisy,Ávila Álvarez,28,Femenino,438,5
Estefanía,Arrieta Barbosa,28,Femenino,432,6
Alberto,Guevara Ramírez,43,Femenino,542,3
David,Escobar Quintero,35,Femenino,39,5
Dary,González García,27,Femenino,239,4
Cristian,Lozano Martínez,41,Femenino,13,8
Carlos,Carvajal Suárez,27,Masculino,122,5
Aldemar,Rincón Escobar,18,Femenino,144,7
Carolina,Díaz Trujillo,37,Femenino,684,5
Tatiana,Sánchez Muñoz,47,Femenino,455,2
Miguel,Andrade Melo,26,Femenino,368,6
Yolanda,Cárdenas Sánchez,31,Masculino,759,8
Alejandra,Bastidas Rojas,25,Femenino,247,6
Dayana,Ceballos Gómez,20,Prefiero no decir,45,7
Nelly,Soto Quiroz,19,Femenino,765,7
Amanda,Marín Gómez,35,Femenino,375,4
Diana,Mora Castro,35,Masculino,291,4
Henry,Muñoz Valencia,21,Femenino,207,6
Mauricio,Morales Ceballos,30,Femenino,519,5
Brayan,Muñoz García,18,Masculino,242,7
John,Bustos Sánchez,42,Femenino,622,8
Rocío,Jiménez Martínez,29,Masculino,114,5
Jimmy,González Ceballos,30,Masculino,302,4
Camila,García Vargas,22,Masculino,276,7
Angie,Duarte Quintero,32,Femenino,96,4
Daniela,Pérez Rodríguez,20,No binario,294,7
Miguel,Morales Martínez,31,Femenino,701,5
Andrés,Moreno Mendoza,21,Femenino,360,6
Inés,Arenas Londoño,45,Femenino,288,3
Javier,Marín Camargo,31,Femenino,154,6
José,Sandoval Fuentes,27,Femenino,570,5
Ignacio,Muñoz García,21,Femenino,423,6
Deisy,Alvarado Castillo,32,Masculino,50,4
Isabel,Gómez Salazar,23,Masculino,207,6
Patricia,Hernández Aguilar,23,Femenino,564,7
Patricia,Rojas Jaimes,32,Masculino,662,4
Cristhian,Rodríguez Ortiz,33,Masculino,565,3
Germán,Suárez Zapata,45,Femenino,213,2
Doris,Beltrán Marín,20,Prefiero no decir,66,6
Antonio,Becerra Miranda,28,Femenino,232,6
Augusto,López Ruiz,32,Masculino,663,5
Inés,Ortiz Peña,32,Femenino,717,4
Diego,Ardila Pérez,28,No binario,320,5
Mabel,Osorio Vásquez,25,Femenino,767,6
Luis,Gómez Torres,25,Masculino,137,5
Silvia,Torres Palacios,29,Femenino,647,8
Liliana,Osorio Cárdenas,37,Masculino,566,3
Walter,Cruz Álvarez,21,Femenino,65,6
Ciro,Salazar Morales,28,Femenino,514,5
Julián,Gómez Medina,25,Femenino,132,5
María,Gómez Cortés,29,Femenino,334,6
Alfredo,Álvarez García,23,No binario,32,6
César,Lozano Rodríguez,28,Masculino,498,8
Jorge,Suárez Jaramillo,40,Masculino,243,3
Ramón,Jiménez Figueroa,35,Masculino,192,3
Claudia,Rodríguez Orozco,21,Femenino,142,6
Ana,Sánchez Erazo,27,Femenino,660,6
Iván,Puentes Olaya,33,Femenino,601,4
Jesús,Díaz García,41,Femenino,561,3
Wilmer,Rodríguez Rodríguez,37,Masculino,648,3
Julia,Sánchez Trujillo,21,Masculino,191,7
Manuel,Jiménez Bustos,37,Masculino,149,4
Kevin,Patiño Arévalo,27,Femenino,599,5
Deisy,Rodríguez Martínez,31,Femenino,416,4
Jaime,Montoya Jiménez,34,Femenino,520,5
Daniel,Vega Rodríguez,40,Masculino,735,3
Pilar,Vargas García,29,Masculino,16,5
Dario,Rodríguez Torres,41,Femenino,106,3
Viviana,Sepúlveda Calderón,22,Masculino,283,7
María,Flórez Mendoza,38,Masculino,104,4
Amparo,Zapata Medina,25,Masculino,361,5
Tatiana,Parra Gómez,20,Femenino,658,7
Adriana,Sánchez Sandoval,28,Masculino,35,6
Fanny,Castro Bermúdez,36,Masculino,113,5
María,Rincón Pabón,27,Femenino,308,5
Stella,Duarte Rosero,30,Masculino,53,5
Ana,López Zapata,25,Masculino,81,6
Catalina,Andrade Cabrera,26,Femenino,616,8
Astrid,González Ortiz,24,Femenino,369,6
Pedro,Moreno Ramírez,23,Masculino,242,5
Néstor,Villamil Parra,24,Masculino,31,6
Cecilia,Álvarez Londoño,25,Masculino,704,5
Leonel,Jiménez Zapata,38,Femenino,361,3
Adriana,Hernández Velásquez,28,Femenino,233,5
Elena,Díaz Padilla,31,Masculino,610,8
Erika,Jaramillo Gómez,41,Masculino,34,4
Fabián,Hoyos García,25,Masculino,243,6
Carlos,Sarmiento Sánchez,42,Masculino,59,4
Edgar,Calderón Rueda,31,Masculino,771,5
Isabel,Mosquera Rodríguez,41,Femenino,529,3
Rosa,Trujillo Vergara,26,Femenino,78,5
Luz,Granados Álvarez,19,Masculino,718,7
Jesús,Cárdenas Rodríguez,30,Femenino,302,5
Abel,Jaramillo Monsalve,28,Masculino,678,6
José,Vargas Vanegas,20,Masculino,112,7
Alejandro,Gómez Zapata,25,No binario,413,8
Lady,Contreras Zuluaga,36,Masculino,317,4
Alberto,Romero Toro,30,No binario,145,5
Mauricio,Ruiz Rodríguez,32,Femenino,668,4
Andrés,Arteaga Villamil,31,Prefiero no decir,690,8
Sonia,Martínez Gómez,28,Femenino,648,8
Ricardo,Sánchez Guzmán,33,Masculino,18,5
Bayron,Muñoz Cuéllar,21,Femenino,351,7
Antonio,Parra Romero,30,Masculino,155,5
Cristian,Suárez Martínez,23,Femenino,784,6
Ferney,Bonilla Naranjo,43,Femenino,506,3
Alberto,Monroy Rojas,21,Femenino,778,7
César,Marín Amaya,29,Femenino,360,3
Yenny,Sánchez Bustos,21,Femenino,332,7
María,Ruiz Uribe,20,Femenino,528,7
Roberto,Orozco Ávila,24,Femenino,12,6
Juan,Prieto Pérez,49,Masculino,75,2
Gustavo,Quintero Betancur,30,Femenino,212,5
Alonso,Castaño Mejía,41,Femenino,691,4
Ana,Núñez Soto,30,Femenino,641,5
Alexander,Cerón Sánchez,36,Prefiero no decir,283,3
Andrés,López Pérez,23,Masculino,195,8
Elena,Velásquez Rojas,27,Masculino,780,5
Consuelo,Ávila Prada,28,Femenino,30,5
Martha,Serrano Correa,35,Masculino,9,5
Juan,Parra Sánchez,28,Femenino,309,5
Hernán,Rendón Molina,29,Femenino,445,6
Rodrigo,Franco Ortiz,25,Masculino,310,5
Clemencia,Tovar Niño,29,No binario,677,8
Katherine,Espitia Galeano,34,Prefiero no decir,705,5
Inés,Rodríguez Barbosa,30,Masculino,426,8
César,Castañeda Palacio,23,Femenino,772,7
Julio,Mendoza García,31,Masculino,704,4
Ana,Niño Hernández,29,Femenino,591,8
Nelly,Naranjo Loaiza,40,Femenino,691,3
Jorge,Castro Pacheco,19,Femenino,91,7
Paula,Castillo Ramírez,28,Masculino,456,5
Orlando,González Rivera,21,Femenino,444,7
Fernando,Díaz Bustos,20,Femenino,727,7
Karen,Correa Camacho,19,Masculino,79,7
Harold,Pérez Valencia,18,Femenino,475,7
Isabel,López Solano,35,No binario,103,5
Alexander,Guzmán Medina,44,Femenino,623,3
Leidy,Murcia Duarte,31,Femenino,456,5
Giovanny,Ramírez Vanegas,34,Femenino,314,4
Gloria,Rivera Melo,24,Femenino,247,6
Teresa,García López,33,Masculino,234,5
Alexandra,Caicedo Rodríguez,38,Femenino,594,8
Iván,Cortés Ruiz,23,Femenino,644,6
Carlos,Arévalo Herrera,23,Femenino,235,7
José,Gutiérrez Melo,40,Masculino,790,3
Martha,Gutiérrez Torres,23,Masculino,387,7
Diego,Zapata Lozano,24,Femenino,611,8
Gloria,Calderón Quintero,28,Masculino,38,5
David,Díaz Molano,24,Masculino,161,6
Fanny,Rodríguez Morales,20,Masculino,462,7
Andrea,Bustamante Cantillo,42,Femenino,449,4
Edisson,Cortés Reyes,28,Prefiero no decir,117,5
Jairo,Velandia Ramos,31,Femenino,241,5
Juan,Pérez Camargo,35,Masculino,26,4
Edilberto,Suárez Moreno,28,Masculino,648,5
Johana,Morales Correa,35,Femenino,562,3
Paola,Mosquera García,55,Femenino,298,2
Teresa,Ruiz Ballesteros,37,Masculino,154,3
Felipe,Moreno Sánchez,37,Femenino,732,8
Sandra,Valencia Gómez,29,Masculino,652,5
Marta,Salamanca Hernández,30,Femenino,468,8
Nancy,Hernández Moreno,30,Masculino,49,5
Arley,Figueroa Gil,31,Prefiero no decir,654,5
Marcela,Ríos Gutiérrez,28,Femenino,46,5
Andrés,Hernández Ríos,26,Masculino,675,5
Carlos,Medina Franco,39,Femenino,285,3
Jorge,Chaparro Garcés,25,Masculino,780,6
Claudia,Vargas Ortiz,32,Masculino,628,4
Ester,Rodríguez Parra,22,Masculino,82,6
Edith,Muñoz Gaitán,26,Femenino,44,6
Javier,García Cano,27,Masculino,706,4
María,Galeano Bustos,36,Femenino,770,3
Jesús,Contreras Páez,21,Femenino,273,7
Milena,González Cruz,36,Femenino,394,5
Wilmer,Corredor Mendoza,45,Masculino,786,2
Jesús,Castro Acevedo,31,Masculino,790,8
Valentina,Martínez Herrera,46,Masculino,595,2
Carlos,Galeano Romero,22,Masculino,58,6
Marcela,Orjuela Mendoza,31,Femenino,565,8
Ana,Campo Buitrago,35,No binario,1,4
Javier,Herrera López,37,Masculino,216,4
Harold,Hurtado Gamboa,35,Femenino,317,3
José,González Hernández,29,Masculino,228,5
Milena,Mejía Parra,30,Masculino,473,3
Mayra,González Tovar,26,Femenino,484,6
Silvio,Cruz Galvis,37,Femenino,766,3
Isabel,Márquez Puentes,37,Femenino,671,5
Piedad,Arias Rincón,34,Femenino,287,8
Duván,Velasco Maldonado,19,Masculino,511,7
María,Herrera Medina,21,Femenino,578,6
Yurani,Muñoz López,32,Femenino,458,5
Jeferson,Quintero Arias,30,Femenino,95,6
Luis,Ballesteros Rodríguez,35,No binario,493,5
Hernando,Murillo Quintero,25,Masculino,765,5
Joan,Torres Manrique,38,Femenino,150,3
Daniela,Palacios Osorio,23,Masculino,23,7
Lady,Díaz Guzmán,24,Femenino,756,5
Daniel,Rodríguez Rueda,39,Femenino,215,4
Augusto,Valencia Mendoza,27,Masculino,399,5
Dairo,Bedoya Rangel,29,Prefiero no decir,410,5
Viviana,Rodríguez García,21,Masculino,131,7
Liliana,Perea Calderón,28,Masculino,148,6
Luis,Delgado Arias,24,Femenino,381,7
José,Ordóñez Rodríguez,50,Masculino,109,1
Luz,Moreno Salazar,28,Masculino,552,5
Orlando,Roa Herrera,27,Femenino,121,5
Ruth,Sarmiento Rodríguez,55,Femenino,295,1
Sara,Ceballos Díaz,38,No binario,120,4
Milena,Murillo Polo,22,Femenino,456,7
Mariela,Salazar Bustos,39,Femenino,530,3
Jaime,Reyes Molina,31,No binario,169,5
Ana,Romero Correa,34,Femenino,710,4
Enrique,Córdoba Padilla,51,Masculino,143,1
Gerardo,Nieto Castro,38,Femenino,37,4
Gloria,Salazar Bernal,34,Masculino,698,8
Andrés,González Gómez,20,Masculino,261,7
Lizeth,Castaño Hernández,38,Femenino,231,8
Rosa,Calderón Bastidas,27,No binario,254,5
Albeiro,González Pedraza,38,Masculino,329,3
Mary,Rodríguez Muñoz,25,Masculino,297,5
Alexis,Orozco Palacio,26,Femenino,10,5
Lorena,Miranda Ballesteros,21,Masculino,446,7
Evelio,Vergara Hurtado,35,Masculino,230,3
Manuel,Córdoba Velásquez,29,Femenino,536,5
Eduardo,Lozano Rojas,39,Masculino,78,4
Ángel,Ramos Cano,29,Masculino,425,5
Santos,Núñez Fuentes,27,Femenino,193,6
Omaira,Garzón Blanco,26,Femenino,401,5
Yadira,Vera Suárez,32,Masculino,109,5
Diana,Aguilar Ramírez,25,Femenino,792,5
Walter,Morales Torres,29,Masculino,263,5
Janeth,Torres Carvajal,22,No binario,329,7
Johana,Sánchez Quiroz,21,Masculino,363,7
Mónica,Cardona Palacio,37,No binario,378,8
Nubia,Sarmiento Acevedo,22,Femenino,780,7
Alfonso,Olaya Moreno,28,Femenino,341,5
Karen,Andrade Pineda,28,Masculino,259,6
Fernanda,Correa Beltrán,31,Femenino,335,5
Edison,Meza Cardona,34,Masculino,85,4
María,Mendoza León,21,Masculino,522,7
Stella,Gutiérrez Acevedo,45,Masculino,571,2
Edinson,Londoño Quintero,34,Femenino,308,8
Lorena,Jiménez Salcedo,29,Masculino,262,5
Socorro,Luna Álvarez,26,Prefiero no decir,797,6
Jessica,Pérez Sánchez,27,Masculino,631,6
Alejandro,Díaz Estrada,21,Femenino,680,7
Camilo,Solano Delgado,26,Masculino,701,6
Elizabeth,Ramírez Bonilla,24,Masculino,452,6
Ana,Jaimes Hernández,34,Masculino,251,3
Ester,Sierra Navarro,25,Prefiero no decir,324,5
Patricia,López Maldonado,32,Masculino,229,4
Alejandra,Arango Carvajal,23,Femenino,702,6
Jorge,Cruz Pinto,36,Masculino,636,5
Enrique,Morales Olaya,28,Femenino,596,6
José,Gamboa Cortés,42,Masculino,297,2
Yurany,Álvarez Valencia,39,Masculino,727,3
José,López Pineda,24,Femenino,237,6
Carlos,González Bonilla,38,Masculino,625,3
Alberto,Paz Silva,35,Femenino,217,3
Omar,Rodríguez Arias,63,Masculino,246,1
José,Rivera Sánchez,42,Femenino,448,8
María,Prada Murcia,24,Masculino,319,6
Marisol,Guerra Hernández,27,Masculino,432,5
Elías,Cardona Restrepo,33,Femenino,404,5
Paula,Espinosa Palacios,25,Masculino,37,5
Victoria,Rodríguez Salazar,22,Femenino,576,7
José,Guerrero Contreras,25,Femenino,731,6
Luz,Osorio Montenegro,29,No binario,342,4
Alejandra,Galeano Flórez,34,Masculino,389,4
Luz,Ríos Palacios,35,Femenino,34,3
Omar,Bedoya Cardona,25,Masculino,39,6
Orlando,Álvarez Barbosa,21,Masculino,579,7
Esther,Parra Villamizar,29,Femenino,209,4
Johanna,Morales Ávila,43,Masculino,152,2
Martha,Pulido Ríos,40,Masculino,365,3
Augusto,García Herrera,36,Femenino,199,8
Alberto,Pacheco Silva,28,Masculino,601,5
María,González Monsalve,21,Masculino,760,7
Alberto,Zapata Becerra,25,Masculino,79,6
Jorge,Martínez Giraldo,29,Masculino,477,5
Juan,Castillo Martínez,36,Masculino,434,4
Gina,López López,34,Masculino,797,3
Tatiana,Muñoz Vargas,25,Masculino,32,6
Luz,Rojas Escobar,18,Femenino,87,7
Jorge,Jiménez Márquez,24,Masculino,551,6
Alejandra,Vega Rincón,35,Femenino,393,5
Lucía,Hoyos Rodríguez,43,No binario,613,2
Ana,Blanco Hernández,39,Masculino,244,8
Geraldine,Acosta Guerra,20,Masculino,232,7
Blanca,Vega Zapata,25,Femenino,580,5
Esmeralda,Vallejo Rentería,36,Masculino,192,8
Stiven,Ramírez Cifuentes,26,Femenino,540,6
Nayibe,Palacios Rodríguez,31,Masculino,270,6
Víctor,Mejía Medina,22,Masculino,738,6
Karol,Rueda Lara,21,Masculino,77,7
Jorge,Buitrago Bermúdez,26,Masculino,735,6
Rafael,Velandia Mena,42,Masculino,167,3
Alfonso,Pérez Cardona,32,Masculino,284,5
Samuel,Rodríguez Cantillo,31,Masculino,704,8
Laura,Pérez Riascos,30,Femenino,89,4
Lucía,Hernández Daza,31,Masculino,544,5
Marino,Sánchez Sandoval,31,Femenino,649,5
Irene,García Montoya,32,Masculino,156,5
José,Sánchez Corredor,24,Masculino,250,6
Alfonso,Sánchez Cruz,34,Masculino,95,8
José,Arias Pacheco,28,Femenino,17,4
María,Torres Vélez,33,Femenino,117,3
Viviana,Muñoz Osorio,38,Masculino,333,4
Javier,Rodríguez Sánchez,21,Masculino,522,7
Luisa,Ortega Bustamante,26,Prefiero no decir,80,6
Antonio,Londoño Vargas,32,Femenino,646,4
Valentina,Álvarez Rojas,19,Masculino,432,7
Javier,Martínez Mendoza,20,Femenino,203,7
Astrid,Barrera Peña,21,Masculino,116,7
Hugo,Tamayo Mora,36,Masculino,220,8
Andrea,Aguirre Alfonso,34,Femenino,253,4
Alejandra,Ortiz Castro,18,Femenino,169,7
Felipe,Buitrago García,31,Masculino,316,5
Karina,Ortega González,21,Femenino,717,7
Ricardo,León Contreras,26,Femenino,372,6
Jaime,Castillo Miranda,22,Masculino,760,7
Arturo,Cano Cárdenas,27,Masculino,583,6
Alejandra,López Hernández,40,Masculino,156,4
David,Rodríguez Anaya,30,Masculino,614,5
Yurany,Melo Ballesteros,30,Femenino,13,8
Patricia,Cárdenas Fernández,38,Masculino,508,8
Esther,Cruz Posada,49,Masculino,465,2
Luis,Guerrero Mejía,34,Femenino,783,4
Fernando,Rojas Melo,42,Prefiero no decir,220,3
Alejandro,Suárez Burgos,25,Femenino,15,6
Mario,Mercado Perea,23,Femenino,750,7
María,Romero Salazar,41,Femenino,117,4
Edwar,Contreras Rodríguez,40,Femenino,331,5
Juan,Velandia Serna,21,Masculino,56,7
Paula,Durán López,29,Masculino,351,6
Jesús,Díaz Medina,33,Femenino,132,5
Eugenia,Galvis Cano,27,Masculino,226,6
Inés,Rengifo Castaño,31,Masculino,308,5
Pablo,Villamil Flórez,33,Femenino,475,5
Henry,Núñez Rosero,24,Masculino,222,5
Nelson,Palacio Gaitán,24,Masculino,173,6
Miller,Moreno Pérez,19,Masculino,340,7
Lucía,Pérez Torres,22,Masculino,797,6
